Account Name,Company URL/Website URL,Company Phone,Company Street,Company City,Company State,Company Zip,Company Country,Industry,ZoomInfo Company ID,Linkedin Company URL,Export Link,Oracle Email Address,Sales Rep
Velvet by Graham & Spencer,http://velvet-tees.com/,310-391-9292,3961 Landmark Street,Culver city,CA,90232,United States,Retail,347456589,http://www.linkedin.com/company/velvet-capital-ltd,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=6396861,brian.br.oneill@oracle.com,"O'Neill, Brian"
Venturi,http://www.venturiaerospace.com,(256) 705-1835,,Salt Lake City,UT,,United States,Manufacturing,53706801,http://www.linkedin.com/company/argentcrete-inc.,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=159634579,brian.br.oneill@oracle.com,"O'Neill, Brian"
Ver Sales,http://www.versales.com,818 567 3000,2509 N Naomi St,Burbank,CA,91504,United States,Retail,53706966,http://www.linkedin.com/company/ver-sales-inc-,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=156884553,brian.br.oneill@oracle.com,"O'Neill, Brian"
Vetio Animal Health,http://www.vetio.com,(514) 714-5603,2705 Dougherty Ferry Rd Ste 202,St. Louis,MO,63122,United States,Manufacturing,563648417,http://www.linkedin.com/company/vetioanimalhealth,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=163147909,brian.br.oneill@oracle.com,"O'Neill, Brian"
"WaterTectonics, Inc.",http://www.watertectonics.com,425 742 0262,6300 Merrill Creek Pkwy,Everett,WA,98203,United States,Manufacturing,41517680,http://www.linkedin.com/company/water-technics-international,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=22492043,brian.br.oneill@oracle.com,"O'Neill, Brian"
West Coast Appliance and Furniture/Kellys,http://kellyshomecenter.com,541 826 7644,6439 Crater Lake Highway,Central Point,OR,97504,United States,Retail,347261702,http://www.linkedin.com/company/modern-health,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=168817664,brian.br.oneill@oracle.com,"O'Neill, Brian"
West Coast Materials,http://www.westcoastmaterials.com,2098473053,4518 Oakdale Rd,Modesto,CA,95357,United States,Manufacturing,395870074,http://www.linkedin.com/company/west-coast-asphalt-inc.,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=174682149,brian.br.oneill@oracle.com,"O'Neill, Brian"
"Westendorf Mfg. Co., Inc.",http://www.loaders.com,712 423 2762 ext 5118,1900 Iowa Avenue N,Onawa,IA,51040,United States,Manufacturing,127795270,http://www.linkedin.com/company/westendorf-manufacturing,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=142630230,brian.br.oneill@oracle.com,"O'Neill, Brian"
Western Ready Mix,http://www.western-readymix.com,636 332 4447,323 Josephville Rd,Wentzville,MO,63385,United States,Manufacturing,453399622,http://www.linkedin.com/company/western-ready-mix-inc,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=156766424,brian.br.oneill@oracle.com,"O'Neill, Brian"
Westwood Building Materials,http://www.westwoodbm.com,3106439158,15708 Inglewood Ave,Lawndale,CA,90260,United States,Manufacturing,42008838,http://www.linkedin.com/company/westwood-supply,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=4031961,brian.br.oneill@oracle.com,"O'Neill, Brian"
"Wholesale Equipment of Fresno, Inc.",http://www.wholesaleequipment.net,888 698 5156,3131 E Fremont St,Stockton,CA,952053917,United States,Manufacturing,353735789,http://www.linkedin.com/company/wholesale-equipment-of-fresno,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=115920034,brian.br.oneill@oracle.com,"O'Neill, Brian"
"Wills Milling & Hardwoods, Inc.",http://www.willsmilling.com,1-2178549056,9674 Colt Road,Carlinville,IL,62626,United States,Manufacturing,348467702,http://www.linkedin.com/company/wills-milling-and-hardwood-inc.,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=130697697,brian.br.oneill@oracle.com,"O'Neill, Brian"
Winton Homes,https://www.wintonhomes.ca/,250 561 2079,590 Tomlin Rd,Prince George,BC,V2K 4L4,Canada,Manufacturing,132038710,http://www.linkedin.com/company/winton-homes-and-cottages,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=63371960,brian.br.oneill@oracle.com,"O'Neill, Brian"
"Wisoman Foods, Inc.",https://www.wisomanfoods.com,510-675-9210,30782 Huntwood Ave,Hayward,CA,94544,United States,Manufacturing,357633922,http://www.linkedin.com/company/wisoman-foods-inc,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=20818692,brian.br.oneill@oracle.com,"O'Neill, Brian"
Wolfgang’s steakhouse,https://www.wolfgangssteakhousehawaii.com,+18082834341,"2301 Kalākaua Ave, Honolulu, HI 96815",Honolulu,HI,96815,United States,Hospitality,348700585,http://www.linkedin.com/company/wolfgangs-steakhouse,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=195873884,brian.br.oneill@oracle.com,"O'Neill, Brian"
Wonder Ice Cream,http://www.wonderic.com,408 844 7979,1061 MARTIN AVE,SANTA CLARA,CA,95050,United States,Retail,343963349,http://www.linkedin.com/company/wonder-ice-cream,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=339741,brian.br.oneill@oracle.com,"O'Neill, Brian"
Woodbridge Interiors,http://www.woodbridgeinteriors.com,602 278 3500,601 N 44th Ave,Phoenix,AZ,85043,United States,Retail,357797437,http://www.linkedin.com/company/2398941,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=403133,brian.br.oneill@oracle.com,"O'Neill, Brian"
World Wide Produce,http://www.wwproduce.com,800 300 2737,2652 Long Beach Ave,Los Angeles,CA,90058,United States,Retail,270499852,http://www.linkedin.com/company/worldwideproduce,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=22262895,brian.br.oneill@oracle.com,"O'Neill, Brian"
Xeco Energy Corporation,https://www.xecoenergy.com/,5123501848,1305 Blue Ridge Dr #503,Georgetown,TX,78626,United States,Manufacturing,363413907,http://www.linkedin.com/company/xeco-energy-corporation,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=191576044,brian.br.oneill@oracle.com,"O'Neill, Brian"
Yamasa Corporation USA,https://www.yamasausa.com/,503-507-1259,3500 Fairview Industrial Dr SE,Salem,OR,97302-1154,United States,Manufacturing,1136031860,http://linkedin.com/company/yamasa-corporation,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=99387974,brian.br.oneill@oracle.com,"O'Neill, Brian"
Yardney Water Filtration Systems,http://www.yardneyfilters.com,9516566716,6666 Box Springs Blvd,Riverside,CA,92507-0726,United States,Manufacturing,43090175,http://www.linkedin.com/company/yardney-water-filtration-systems,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=3181388,brian.br.oneill@oracle.com,"O'Neill, Brian"
Z-Tec Automation Systems,https://www.ztec.ca/,(604) 881-2203,,,BC,,Canada,Manufacturing,132284472,http://www.linkedin.com/company/z-tec-automation-systems-inc-,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=202306900,brian.br.oneill@oracle.com,"O'Neill, Brian"
Zamzow's Inc,http://www.zamzows.com,208 465 3630,1201 Franklin Blvd,Nampa,ID,83687,United States,Retail,131923997,http://www.linkedin.com/company/zamzows-inc,https://nlcorp.app.netsuite.com/app/common/entity/custjob.nl?id=3560376,brian.br.oneill@oracle.com,"O'Neill, Brian"
